id_ibge,regiao_cptec,nome,uf,latitude,longitude,altitude
1200013,272,Acrelândia,AC,-9.8278,-66.8833,25
1200054,652,"Assis Brasil",AC,-10.9414,-69.5669,239
1200104,985,Brasiléia,AC,-11.0161,-68.7481,172
1200138,1027,Bujari,AC,-9.8306,-67.9522,50
1200179,1308,Capixaba,AC,-10.5728,-67.6756,40
1200203,1704,"Cruzeiro do Sul",AC,-7.6311,-72.6700,182
1200252,1896,Epitaciolândia,AC,-11.0289,-68.7414,0
1200302,1974,Feijó,AC,-8.1642,-70.3536,153
1200328,2810,Jordão,AC,-9.4342,-71.8839,278
1200336,3082,"Mâncio Lima",AC,-7.6142,-72.8958,195
1200344,3096,"Manoel Urbano",AC,-8.8389,-69.2597,162
1200351,3142,"Marechal Thaumaturgo",AC,-8.9411,-72.7917,190
1200385,4053,"Plácido de Castro",AC,-10.3353,-67.1856,136
1200807,4126,"Porto Acre",AC,-9.5883,-67.5325,145
1200393,4158,"Porto Walter",AC,-8.2686,-72.7439,195
1200401,240,"Rio Branco",AC,-9.9747,-67.8100,153
1200427,4436,"Rodrigues Alves",AC,-7.7417,-72.6361,0
1200435,4641,"Santa Rosa do Purus",AC,-9.4328,-70.4933,25
1200500,5125,"Sena Madureira",AC,-9.0656,-68.6569,150
1200450,5133,"Senador Guiomard",AC,-10.1522,-67.7392,201
1200609,5339,Tarauacá,AC,-8.1614,-70.7656,168
1200708,5718,Xapuri,AC,-10.6517,-68.5044,150
2700102,296,"Água Branca",AL,-9.2608,-37.9361,570
2700201,454,Anadia,AL,-9.6844,-36.3042,153
2700300,574,Arapiraca,AL,-9.7525,-36.6611,264
2700409,658,Atalaia,AL,-9.5019,-36.0228,54
2700508,753,"Barra de Santo Antônio",AL,-9.4047,-35.5072,10
2700607,756,"Barra de São Miguel",AL,-9.8400,-35.9078,2
2700706,802,Batalha,AL,-9.6778,-37.1247,120
2700805,820,Belém,AL,-9.5711,-36.4922,311
2700904,831,"Belo Monte",AL,-9.8283,-37.2800,30
2701001,887,"Boca da Mata",AL,-9.6414,-36.2203,132
2701100,978,Branquinha,AL,-9.2456,-36.0153,100
2701209,1092,Cacimbinhas,AL,-9.4003,-36.9903,270
2701308,1130,Cajueiro,AL,-9.3967,-36.1536,102
2701357,1168,Campestre,AL,-8.8458,-35.5681,0
2701407,1186,"Campo Alegre",AL,-9.7819,-36.3508,176
2701506,1202,"Campo Grande",AL,-9.9578,-36.7917,142
2701605,1233,Canapi,AL,-9.1169,-37.6022,342
2701704,1282,Capela,AL,-9.4075,-36.0736,84
2701803,1370,Carneiros,AL,-9.4825,-37.3772,347
2701902,1467,"Chã Preta",AL,-9.2553,-36.2961,463
2702009,1524,"Coité do Nóia",AL,-9.6322,-36.5786,280
2702108,1539,"Colônia Leopoldina",AL,-8.9089,-35.7250,140
2702207,1598,"Coqueiro Seco",AL,-9.6383,-35.8031,31
2702306,1652,Coruripe,AL,-10.1256,-36.1756,16
2702355,1666,Craíbas,AL,-9.6181,-36.7681,252
2702405,1755,"Delmiro Gouveia",AL,-9.3886,-37.9992,256
2702504,1805,"Dois Riachos",AL,-9.3925,-37.1006,245
2702553,1936,"Estrela de Alagoas",AL,-9.3903,-36.7600,0
2702603,1977,"Feira Grande",AL,-9.9003,-36.6775,220
2702702,1986,"Feliz Deserto",AL,-10.2919,-36.3061,6
2702801,2009,Flexeiras,AL,-9.1975,-35.7808,78
2702900,2122,"Girau do Ponciano",AL,-9.8842,-36.8289,244
2703007,2295,Ibateguara,AL,-8.9725,-35.9394,505
2703106,2349,Igaci,AL,-9.5369,-36.6336,240
2703205,2363,"Igreja Nova",AL,-10.1253,-36.6619,14
2703304,2418,Inhapi,AL,-9.2214,-37.7486,410
2703403,2678,"Jacaré dos Homens",AL,-9.6356,-37.2047,135
2703502,2689,Jacuípe,AL,-8.8417,-35.4600,74
2703601,2726,Japaratinga,AL,-9.0883,-35.2583,5
2703700,2741,Jaramataia,AL,-9.6594,-37.0019,164
2703759,5795,"Jequiá da Praia",AL,-9.9200,-35.9200,10
2703809,2802,"Joaquim Gomes",AL,-9.1333,-35.7483,104
2703908,2840,Jundiá,AL,-8.9347,-35.5736,94
2704005,2843,Junqueiro,AL,-9.9253,-36.4758,175
2704104,2882,"Lagoa da Canoa",AL,-9.8297,-36.7378,283
2704203,2977,"Limoeiro de Anadia",AL,-9.7406,-36.5028,140
2704302,233,Maceió,AL,-9.6658,-35.7353,16
2704401,3063,"Major Isidoro",AL,-9.5322,-36.9850,182
2704906,3104,"Mar Vermelho",AL,-9.4475,-36.3881,542
2704500,3116,Maragogi,AL,-9.0122,-35.2225,5
2704609,3128,Maravilha,AL,-9.2356,-37.3500,362
2704708,3140,"Marechal Deodoro",AL,-9.7103,-35.8950,31
2704807,3153,Maribondo,AL,-9.5772,-36.3053,157
2705002,3189,"Mata Grande",AL,-9.1175,-37.7322,633
2705101,3217,"Matriz de Camaragibe",AL,-9.1517,-35.5333,16
2705200,3246,Messias,AL,-9.3833,-35.8417,148
2705309,3261,"Minador do Negrão",AL,-9.3053,-36.8647,270
2705408,3355,Monteirópolis,AL,-9.6028,-37.2483,228
2705507,3418,Murici,AL,-9.3067,-35.9433,82
2705606,3600,"Novo Lino",AL,-8.9150,-35.6467,146
2705705,3625,"Olho D'Água das Flores",AL,-9.5361,-37.2939,286
2705804,3627,"Olho D'Água do Casado",AL,-9.5019,-37.8339,230
2705903,3629,"Olho D'Água Grande",AL,-10.0583,-36.8167,118
2706000,3641,Olivença,AL,-9.5186,-37.1906,231
2706109,3669,"Ouro Branco",AL,-9.1667,-37.3567,380
2706208,3706,Palestina,AL,-9.6719,-37.3292,160
2706307,3725,"Palmeira dos Índios",AL,-9.4072,-36.6275,342
2706406,3747,"Pão de Açúcar",AL,-9.7483,-37.4367,19
2706422,3799,Pariconha,AL,-9.2528,-38.0047,0
2706448,3802,Paripueira,AL,-9.4650,-35.5517,0
2706505,3822,"Passo de Camaragibe",AL,-9.2383,-35.4933,4
2706604,3859,"Paulo Jacinto",AL,-9.3661,-36.3697,292
2706703,3919,Penedo,AL,-10.2903,-36.5864,27
2706802,3947,Piaçabuçu,AL,-10.4056,-36.4344,3
2706901,3965,Pilar,AL,-9.5972,-35.9567,13
2707008,3978,Pindoba,AL,-9.4753,-36.2900,310
2707107,4022,Piranhas,AL,-9.6236,-37.7567,88
2707206,4072,"Poço das Trincheiras",AL,-9.3125,-37.2856,292
2707305,4133,"Porto Calvo",AL,-9.0450,-35.3983,54
2707404,4136,"Porto de Pedras",AL,-9.1583,-35.2950,22
2707503,4151,"Porto Real do Colégio",AL,-10.1858,-36.8400,10
2707602,4245,Quebrangulo,AL,-9.3189,-36.4711,366
2707701,4400,"Rio Largo",AL,-9.4783,-35.8533,39
2707800,4458,Roteiro,AL,-9.8328,-35.9778,32
2707909,4593,"Santa Luzia do Norte",AL,-9.6033,-35.8225,32
2708006,4676,"Santana do Ipanema",AL,-9.3783,-37.2453,250
2708105,4683,"Santana do Mundaú",AL,-9.1681,-36.2222,221
2708204,4768,"São Brás",AL,-10.1278,-36.9006,25
2708303,4915,"São José da Laje",AL,-9.0097,-36.0583,256
2708402,4918,"São José da Tapera",AL,-9.5583,-37.3811,255
2708501,4981,"São Luís do Quitunde",AL,-9.3183,-35.5611,4
2708600,5015,"São Miguel dos Campos",AL,-9.7811,-36.0936,12
2708709,5016,"São Miguel dos Milagres",AL,-9.2656,-35.3731,1
2708808,5050,"São Sebastião",AL,-9.9336,-36.5542,201
2708907,5106,Satuba,AL,-9.5633,-35.8244,6
2708956,5139,"Senador Rui Palmeira",AL,-9.4664,-37.4569,352
2709004,5307,"Tanque D'Arca",AL,-9.5319,-36.4328,212
2709103,5330,Taquarana,AL,-9.6450,-36.4972,159
2709152,5369,"Teotônio Vilela",AL,-9.9053,-36.3528,156
2709202,5430,Traipu,AL,-9.9706,-37.0033,10
2709301,5543,"União dos Palmares",AL,-9.1628,-36.0319,155
2709400,5653,Viçosa,AL,-9.3714,-36.2408,210
1300029,414,Alvarães,AM,-3.2208,-64.8042,75
1300060,439,Amaturá,AM,-3.3642,-68.1978,58
1300086,460,Anamã,AM,-3.5797,-61.4042,28
1300102,496,Anori,AM,-3.7728,-61.6442,120
1300144,531,Apuí,AM,-7.1972,-59.8914,135
1300201,660,"Atalaia do Norte",AM,-4.3722,-70.1919,65
1300300,678,Autazes,AM,-3.5797,-59.1306,36
1300409,743,Barcelos,AM,-0.9747,-62.9242,47
1300508,783,Barreirinha,AM,-2.7933,-57.0700,19
1300607,839,"Benjamin Constant",AM,-4.3831,-70.0311,65
1300631,854,Beruri,AM,-3.8983,-61.3731,35
1300680,884,"Boa Vista do Ramos",AM,-2.9697,-57.5903,32
1300706,888,"Boca do Acre",AM,-8.7522,-67.3978,116
1300805,960,Borba,AM,-4.3878,-59.5939,45
1300839,1047,Caapiranga,AM,-3.3275,-61.2089,32
1300904,1274,Canutama,AM,-6.5339,-64.3831,55
1301001,1325,Carauari,AM,-4.8828,-66.8958,87
1301100,1336,Careiro,AM,-3.7681,-60.3692,27
1301159,1337,"Careiro da Várzea",AM,-3.2003,-59.8119,25
1301209,1512,Coari,AM,-4.0850,-63.1414,10
1301308,1520,Codajás,AM,-3.8367,-62.0569,47
1301407,1861,Eirunepé,AM,-6.6603,-69.8736,124
1301506,1895,Envira,AM,-7.4333,-70.0233,135
1301605,2032,"Fonte Boa",AM,-2.5139,-66.0917,62
1301654,2195,Guajará,AM,-7.5458,-72.5836,0
1301704,2281,Humaitá,AM,-7.5061,-63.0208,58
1301803,2447,Ipixuna,AM,-7.0506,-71.6947,190
1301852,2473,Iranduba,AM,-3.2847,-60.1861,60
1301902,2508,Itacoatiara,AM,-3.1431,-58.4442,26
1301951,2545,Itamarati,AM,-6.4250,-68.2533,60
1302009,2587,Itapiranga,AM,-2.7489,-58.0219,43
1302108,2734,Japurá,AM,-1.8261,-66.5989,50
1302207,2855,Juruá,AM,-3.4811,-66.0689,55
1302306,2865,Jutaí,AM,-2.7467,-66.7667,48
1302405,2869,Lábrea,AM,-7.2586,-64.7981,75
1302504,3078,Manacapuru,AM,-3.2997,-60.6206,60
1302553,3080,Manaquiri,AM,-3.4281,-60.4594,48
1302603,234,Manaus,AM,-3.1019,-60.0250,92
1302702,3093,Manicoré,AM,-5.8092,-61.3003,45
1302801,3106,Maraã,AM,-1.8561,-65.5811,50
1302900,3223,Maués,AM,-3.3836,-57.7186,25
1303007,3453,Nhamundá,AM,-2.1861,-56.7131,25
1303106,3548,"Nova Olinda do Norte",AM,-3.8881,-59.0942,32
1303205,3583,"Novo Airão",AM,-2.6214,-60.9442,45
1303304,3585,"Novo Aripuanã",AM,-5.1206,-60.3797,20
1303403,3800,Parintins,AM,-2.6283,-56.7358,27
1303502,3845,Pauini,AM,-7.7136,-66.9764,101
1303536,4197,"Presidente Figueiredo",AM,-2.0344,-60.0250,122
1303569,4414,"Rio Preto da Eva",AM,-2.6994,-59.6997,47
1303601,4581,"Santa Isabel do Rio Negro",AM,-0.4139,-65.0192,60
1303700,4723,"Santo Antônio do Içá",AM,-3.1022,-67.9397,91
1303809,4828,"São Gabriel da Cachoeira",AM,-0.1303,-67.0892,132
1303908,5020,"São Paulo de Olivença",AM,-3.3783,-68.8725,102
1303957,5068,"São Sebastião do Uatumã",AM,-2.5719,-57.8708,24
1304005,5214,Silves,AM,-2.8389,-58.2092,46
1304062,5272,Tabatinga,AM,-4.2525,-69.9381,60
1304104,5312,Tapauá,AM,-5.6283,-63.1833,54
1304203,5350,Tefé,AM,-3.3542,-64.7114,75
1304237,5419,Tonantins,AM,-2.8731,-67.8022,55
1304260,5505,Uarini,AM,-2.9900,-65.1083,60
1304302,5560,Urucará,AM,-2.5364,-57.7600,26
1304401,5564,Urucurituba,AM,-3.1308,-58.1550,40
1600105,430,Amapá,AP,2.0533,-50.7931,8
,5889,Bailique,AP,0.9667,-50.0767,15
1600204,1135,Calçoene,AP,2.4975,-50.9486,12
,5891,Cunani,AP,2.8600,-51.1239,60
1600212,1743,Cutias,AP,0.9861,-50.8022,0
1600238,1998,"Ferreira Gomes",AP,0.8583,-51.1800,50
1600253,2629,Itaubal,AP,0.7117,-50.8000,27
1600279,2943,"Laranjal do Jari",AP,-1.1200,-52.0000,22
,5890,Lourenço,AP,2.3075,-51.6358,305
1600303,232,Macapá,AP,0.0389,-51.0664,16
1600402,3229,Mazagão,AP,-0.1150,-51.2894,60
,5893,"Mazagão Velho",AP,-0.2167,-51.4167,60
1600501,3620,Oiapoque,AP,3.8431,-51.8350,10
1600154,3875,"Pedra Branca do Amapari",AP,0.7781,-51.9436,0
1600535,4145,"Porto Grande",AP,0.7133,-51.4133,60
1600550,4173,Pracuúba,AP,1.7433,-50.7914,0
1600600,4662,Santana,AP,-0.0583,-51.1817,15
1600055,5165,"Serra do Navio",AP,0.8956,-52.0022,0
,5888,Sucuriju,AP,1.6667,-49.9444,5
1600709,5341,Tartarugalzinho,AP,1.5056,-50.9119,13
,5892,"Vila Velha",AP,3.2167,-51.2292,11
1600808,5697,"Vitória do Jari",AP,-0.9172,-52.4081,0
2900108,253,Abaíra,BA,-13.2497,-41.6636,641
2900207,254,Abaré,BA,-8.7203,-39.1139,318
2900306,264,Acajutiba,BA,-11.6622,-38.0172,162
2900355,280,Adustina,BA,-10.5333,-38.1000,300
2900405,302,"Água Fria",BA,-11.8667,-38.7667,312
2900603,328,Aiquara,BA,-14.1294,-39.8878,198
2900702,338,Alagoinhas,BA,-12.1356,-38.4192,132
2900801,345,Alcobaça,BA,-17.5194,-39.1956,9
2900900,365,Almadina,BA,-14.7053,-39.6372,279
2901007,438,Amargosa,BA,-13.0303,-39.6047,400
2901106,440,"Amélia Rodrigues",BA,-12.3917,-38.7567,217
2901155,441,"América Dourada",BA,-11.4553,-41.4361,666
2901205,455,Anagé,BA,-14.6122,-41.1356,384
2901304,470,Andaraí,BA,-12.8072,-41.3314,405
2901353,472,Andorinha,BA,-10.3447,-39.8356,428
2901403,482,Angical,BA,-12.0069,-44.6944,470
2901502,487,Anguera,BA,-12.1511,-39.2464,235
2901601,498,Antas,BA,-10.4000,-38.3333,510
2901700,503,"Antônio Cardoso",BA,-12.4353,-39.1197,191
2901809,507,"Antônio Gonçalves",BA,-10.5728,-40.2753,472
2901908,527,Aporá,BA,-11.6603,-38.0814,186
2901957,529,Apuarema,BA,-13.8564,-39.7439,278
2902054,540,Araças,BA,-12.2111,-38.2025,145
2902005,542,Aracatu,BA,-14.4275,-41.4619,740
2902104,544,Araci,BA,-11.3333,-38.9667,272
2902203,567,Aramari,BA,-12.0817,-38.4992,394
2902252,596,Arataca,BA,-15.2633,-39.4144,152
2902302,599,Aratuípe,BA,-13.0789,-39.0017,36
,5866,"Arraial d´Ajuda",BA,-16.4676,-39.0668,1
2902401,671,"Aurelino Leal",BA,-14.3167,-39.3272,52
2902500,698,Baianópolis,BA,-12.3064,-44.5347,667
2902609,700,"Baixa Grande",BA,-11.9597,-40.1681,369
2902658,726,Banzaê,BA,-10.5769,-38.6147,340
2902708,745,Barra,BA,-11.0894,-43.1417,406
2902807,748,"Barra da Estiva",BA,-13.6261,-41.3269,1026
2902906,759,"Barra do Choça",BA,-14.8811,-40.5794,847
2903003,764,"Barra do Mendes",BA,-11.8100,-42.0586,715
2903102,770,"Barra do Rocha",BA,-14.2106,-39.6019,142
,5869,"Barra Grande",BA,-13.9018,-38.9352,2
2903201,781,Barreiras,BA,-12.1528,-44.9900,452
2903235,789,"Barro Alto",BA,-11.7608,-41.9117,705
2903300,792,"Barro Preto",BA,-14.8097,-39.4714,100
2903276,5793,Barrocas,BA,-11.5200,-39.0700,350
2903409,827,Belmonte,BA,-15.8631,-38.8828,8
2903508,829,"Belo Campo",BA,-15.0383,-41.2597,819
2903607,866,Biritinga,BA,-11.6167,-38.8000,249
2903706,875,"Boa Nova",BA,-14.3625,-40.2075,726
2903805,886,"Boa Vista do Tupim",BA,-12.6603,-40.6092,317
2903904,913,"Bom Jesus da Lapa",BA,-13.2550,-43.4181,436
2903953,915,"Bom Jesus da Serra",BA,-14.3736,-40.5053,600
2904001,945,Boninal,BA,-12.7017,-41.8275,955
2904050,948,Bonito,BA,-11.9694,-41.2658,990
2904100,957,Boquira,BA,-12.8231,-42.7306,641
2904209,970,Botuporã,BA,-13.3817,-42.5225,685
2904308,1008,Brejões,BA,-13.1044,-39.7958,611
2904407,1009,Brejolândia,BA,-12.4831,-43.9664,542
2904506,1016,"Brotas de Macaúbas",BA,-11.9989,-42.6258,813
2904605,1018,Brumado,BA,-14.2036,-41.6653,422
2904704,1024,Buerarema,BA,-14.9594,-39.2997,107
2904753,1041,Buritirama,BA,-10.7078,-43.6306,492
2904803,1050,Caatiba,BA,-14.9767,-40.4075,307
2904852,1052,"Cabaceiras do Paraguaçu",BA,-12.5356,-39.1908,210
2904902,1070,Cachoeira,BA,-12.6183,-38.9558,5
2905008,1097,Caculé,BA,-14.5033,-42.2222,587
2905107,1098,Caém,BA,-11.0906,-40.4353,472
2905156,1100,Caetanos,BA,-14.3375,-40.9086,455
2905206,1103,Caetité,BA,-14.0694,-42.4750,824
2905305,1104,Cafarnaum,BA,-11.6936,-41.4683,770
2905404,1120,Cairu,BA,-13.4869,-39.0439,19
2905503,1140,"Caldeirão Grande",BA,-11.0200,-40.3028,492
2905602,1145,Camacan,BA,-15.4192,-39.4958,180
2905701,1146,Camaçari,BA,-12.6975,-38.3242,36
2905800,1149,Camamu,BA,-13.9447,-39.1039,40
2905909,1189,"Campo Alegre de Lourdes",BA,-9.5156,-43.0111,477
2906006,1201,"Campo Formoso",BA,-10.5075,-40.3214,556
2906105,1234,Canápolis,BA,-13.0697,-44.2022,680
2906204,1236,Canarana,BA,-11.6847,-41.7689,691
2906303,1240,Canavieiras,BA,-15.6750,-38.9472,4
2906402,1241,Candeal,BA,-11.8081,-39.1192,240
2906501,1242,Candeias,BA,-12.6678,-38.5506,97
2906600,1246,Candiba,BA,-14.4108,-42.8672,578
2906709,1252,"Cândido Sales",BA,-15.5050,-41.2392,627
2906808,1266,Cansanção,BA,-10.6672,-39.4992,395
2906824,1273,Canudos,BA,-9.8967,-39.0264,402
2906857,1286,"Capela do Alto Alegre",BA,-11.6681,-39.8378,412
2906873,1292,"Capim Grosso",BA,-11.3811,-40.0128,416
2906899,1317,Caraíbas,BA,-14.7258,-41.2592,401
,5868,Caraíva,BA,-16.8081,-39.1478,6
2906907,1329,Caravelas,BA,-17.7319,-39.2658,10
2907004,1332,"Cardeal da Silva",BA,-11.9417,-37.9486,60
2907103,1341,Carinhanha,BA,-14.3047,-43.7650,440
2907202,1383,"Casa Nova",BA,-9.1619,-40.9708,397
2907301,1404,"Castro Alves",BA,-12.7656,-39.4283,278
2907400,1416,Catolândia,BA,-12.3181,-44.8611,650
2907509,1418,Catu,BA,-12.3531,-38.3789,100
2907558,1423,Caturama,BA,-13.3294,-42.2906,591
2907608,1444,Central,BA,-11.1356,-42.1128,698
2907707,1492,Chorrochó,BA,-8.9797,-39.0964,350
2907806,1497,"Cícero Dantas",BA,-10.6000,-38.3833,436
2907905,1502,Cipó,BA,-11.0997,-38.5136,132
2908002,1511,Coaraci,BA,-14.6408,-39.5511,195
2908101,1519,Cocos,BA,-14.1839,-44.5344,559
2908200,1553,"Conceição da Feira",BA,-12.5058,-38.9986,227
2908309,1558,"Conceição do Almeida",BA,-12.7794,-39.1700,216
2908408,1562,"Conceição do Coité",BA,-11.5639,-39.2828,440
2908507,1563,"Conceição do Jacuípe",BA,-12.3167,-38.7667,219
2908606,1577,Conde,BA,-11.8136,-37.6106,12
2908705,1578,Condeúba,BA,-14.8953,-41.9686,680
2908804,1596,"Contendas do Sincorá",BA,-13.7628,-41.0411,291
2908903,1601,"Coração de Maria",BA,-12.2333,-38.7500,240
2909000,1605,Cordeiros,BA,-15.0386,-41.9347,710
2909109,1612,Coribe,BA,-13.8292,-44.4544,657
2909208,1626,"Coronel João Sá",BA,-10.2842,-37.9264,200
2909307,1643,Correntina,BA,-13.3433,-44.6367,561
,5867,"Costa do Sauípe",BA,-12.3841,-37.8016,2
2909406,1657,Cotegipe,BA,-12.0283,-44.2578,472
2909505,1670,Cravolândia,BA,-13.3586,-39.8150,477
2909604,1673,Crisópolis,BA,-11.5106,-38.1500,149
2909703,1688,Cristópolis,BA,-12.2336,-44.4208,688
2909802,1696,"Cruz das Almas",BA,-12.6700,-39.1019,220
,5871,Cumuruxatiba,BA,-17.1106,-39.1822,5
2909901,1725,Curaçá,BA,-8.9903,-39.9094,330
2910008,1748,"Dário Meira",BA,-14.4364,-39.9078,208
2910057,1777,"Dias D'Ávila",BA,-12.6125,-38.2969,35
2910107,1809,"Dom Basílio",BA,-13.7603,-41.7714,440
2910206,1817,"Dom Macedo Costa",BA,-12.9050,-39.1925,192
2910305,1870,"Elísio Medrado",BA,-12.9464,-39.5217,390
2910404,1879,Encruzilhada,BA,-15.5314,-40.9094,650
2910503,1890,"Entre Rios",BA,-11.9419,-38.0844,162
2900504,1901,"Érico Cardoso",BA,-13.4178,-42.1403,688
2910602,1925,Esplanada,BA,-11.7961,-37.9450,142
2910701,1943,"Euclides da Cunha",BA,-10.5075,-39.0158,472
2910727,1947,Eunápolis,BA,-16.3775,-39.5803,189
2910750,1964,Fátima,BA,-10.6000,-38.2167,100
2910776,1975,"Feira da Mata",BA,-14.2128,-44.2811,40
2910800,1976,"Feira de Santana",BA,-12.2667,-38.9667,234
2910859,2006,Filadélfia,BA,-10.7428,-40.1319,424
2910909,2007,"Firmino Alves",BA,-14.9853,-39.9236,353
2911006,2022,"Floresta Azul",BA,-14.8600,-39.6597,186
2911105,2039,"Formosa do Rio Preto",BA,-11.0483,-45.1931,490
2911204,2095,Gandu,BA,-13.7439,-39.4867,164
2911253,2108,Gavião,BA,-11.4706,-39.7839,312
2911303,2118,"Gentio do Ouro",BA,-11.4289,-42.5028,1098
2911402,2126,Glória,BA,-9.3381,-38.2547,250
2911501,2150,Gongogi,BA,-14.3222,-39.4647,115
2911600,2161,"Governador Mangabeira",BA,-12.6019,-39.0433,204
2911659,2197,Guajeru,BA,-14.5472,-41.9403,628
2911709,2200,Guanambi,BA,-14.2233,-42.7814,530
2911808,2237,Guaratinga,BA,-16.5839,-39.7828,200
2911857,2266,Heliópolis,BA,-10.6833,-38.2861,328
2911907,2287,Iaçu,BA,-12.7672,-40.2117,242
2912004,2305,Ibiassucê,BA,-14.2594,-42.2569,574
2912103,2306,Ibicaraí,BA,-14.8650,-39.5875,162
2912202,2308,Ibicoara,BA,-13.4106,-41.2847,1027
2912301,2309,Ibicuí,BA,-14.8417,-39.9867,365
2912400,2312,Ibipeba,BA,-11.6408,-42.0111,682
2912509,2313,Ibipitanga,BA,-12.8822,-42.4858,492
2914307,2315,Ibiquera,BA,-12.6511,-40.9336,584
2912707,2323,Ibirapitanga,BA,-14.1642,-39.3736,113
2912806,2324,Ibirapuã,BA,-17.6878,-40.1092,190
2912905,2327,Ibirataia,BA,-14.0669,-39.6406,141
2913002,2330,Ibitiara,BA,-12.6522,-42.2178,889
2913101,2333,Ibititá,BA,-11.5472,-41.9775,782
2913200,2337,Ibotirama,BA,-12.1853,-43.2206,419
2913309,2344,Ichu,BA,-11.7486,-39.1922,280
2913408,2350,Igaporã,BA,-13.7733,-42.7142,765
2913457,2362,Igrapiúna,BA,-13.8264,-39.1422,48
2913507,2366,Iguaí,BA,-14.7564,-40.0892,352
,5870,"Ilha de Comandatuba",BA,-15.3507,-38.9853,2
2913606,2381,Ilhéus,BA,-14.7889,-39.0494,52
2913705,2416,Inhambupe,BA,-11.7844,-38.3531,179
2913804,2436,Ipecaetá,BA,-12.3000,-39.3075,189
2913903,2440,Ipiaú,BA,-14.1372,-39.7339,135
2914000,2443,Ipirá,BA,-12.1583,-39.7372,328
2914109,2463,Ipupiara,BA,-11.8203,-42.6142,731
2914208,2471,Irajuba,BA,-13.2514,-40.0844,542
2912608,2472,Iramaia,BA,-13.2856,-40.9511,607
2914406,2477,Iraquara,BA,-12.2486,-41.6194,687
2914505,2478,Irará,BA,-12.0500,-38.7667,283
2914604,2482,Irecê,BA,-11.3042,-41.8558,721
2914653,2494,Itabela,BA,-16.5750,-39.5533,130
2914703,2496,Itaberaba,BA,-12.5275,-40.3069,265
2914802,2503,Itabuna,BA,-14.7856,-39.2803,54
2914901,2507,Itacaré,BA,-14.2775,-38.9967,29
2915007,2511,Itaeté,BA,-12.9864,-40.9725,321
2915106,2512,Itagi,BA,-14.1628,-40.0061,258
2915205,2513,Itagibá,BA,-14.2836,-39.8428,185
2915304,2514,Itagimirim,BA,-16.0867,-39.6144,176
2915353,2516,"Itaguaçu da Bahia",BA,-11.0117,-42.3994,44
2915403,2538,"Itaju do Colônia",BA,-15.1425,-39.7244,167
2915502,2540,Itajuípe,BA,-14.6781,-39.3750,101
2915601,2543,Itamaraju,BA,-17.0392,-39.5311,112
2915700,2547,Itamari,BA,-13.7781,-39.6836,232
2915809,2551,Itambé,BA,-15.2450,-40.6244,346
2915908,2556,Itanagra,BA,-12.2631,-38.0417,44
2916005,2559,Itanhém,BA,-17.1664,-40.3300,210
2916104,2567,Itaparica,BA,-12.8883,-38.6786,15
2916203,2568,Itapé,BA,-14.8983,-39.4211,40
2916302,2569,Itapebi,BA,-15.9508,-39.5339,177
2916401,2579,Itapetinga,BA,-15.2489,-40.2478,279
2916500,2584,Itapicuru,BA,-11.3167,-38.2333,155
2916609,2593,Itapitanga,BA,-14.4228,-39.5650,152
2916708,2608,Itaquara,BA,-13.4508,-39.9411,578
2916807,2613,Itarantim,BA,-15.6597,-40.0656,259
2916856,2622,Itatim,BA,-12.7119,-39.6981,260
2916906,2640,Itiruçu,BA,-13.5317,-40.1503,820
2917003,2641,Itiúba,BA,-10.6917,-39.8536,377
2917102,2643,Itororó,BA,-15.1169,-40.0703,237
2917201,2645,Ituaçu,BA,-13.8133,-41.2967,520
2917300,2646,Ituberá,BA,-13.7322,-39.1492,27
2917334,2657,Iuiú,BA,-14.4139,-43.5544,490
2917359,2669,Jaborandi,BA,-13.6194,-44.4328,448
2917409,2676,Jacaraci,BA,-14.8497,-42.4333,900
2917508,2686,Jacobina,BA,-11.1806,-40.5183,463
2917607,2695,Jaguaquara,BA,-13.5306,-39.9708,667
2917706,2698,Jaguarari,BA,-10.2639,-40.1958,662
2917805,2705,Jaguaripe,BA,-13.1133,-38.8956,11
2917904,2719,Jandaíra,BA,-11.5642,-37.7844,146
2918001,2771,Jequié,BA,-13.8575,-40.0836,215
2918100,2775,Jeremoabo,BA,-10.0750,-38.4808,275
2918209,2785,Jiquiriçá,BA,-13.2567,-39.5722,342
2918308,2786,Jitaúna,BA,-14.0189,-39.8889,163
2918357,2795,"João Dourado",BA,-11.3497,-41.6644,815
2918407,2825,Juazeiro,BA,-9.4117,-40.4986,368
2918456,2830,Jucuruçu,BA,-16.8428,-40.1589,365
2918506,2860,Jussara,BA,-11.0469,-41.9694,620
2918555,2863,Jussari,BA,-15.1914,-39.4953,196
2918605,2864,Jussiape,BA,-13.5167,-41.5925,538
2918704,2873,"Lafaiete Coutinho",BA,-13.6558,-40.2125,558
2918753,2908,"Lagoa Real",BA,-14.0347,-42.1422,525
2918803,2919,Laje,BA,-13.1822,-39.4250,190
2918902,2926,Lajedão,BA,-17.6136,-40.3447,290
2919009,2927,Lajedinho,BA,-12.3558,-40.9056,530
2919058,2929,"Lajedo do Tabocal",BA,-13.4750,-40.2231,875
2919108,2933,Lamarão,BA,-11.7833,-38.9000,315
2919157,2939,Lapão,BA,-11.3833,-41.8319,775
2919207,2950,"Lauro de Freitas",BA,-12.8944,-38.3272,30
2919306,2962,Lençóis,BA,-12.5631,-41.3900,394
